document_id,filename,category,disaster_code,year,quarter,page_number,source_type,activity_id,county_fips3,county_name,city,zip,metric,value,unit,confidence,method,snippet
260,ike-2013-q3.pdf,Hurricane_Ike,ike,2013,3,2474,text_page,260:2474,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
261,ike-2013-q4.pdf,Hurricane_Ike,ike,2013,4,87,text_page,261:87,201,Harris County,Austin,,severity_unmet_need_usd,91000.0,usd,0.84,text_page:severity_money,"served from 107 to 106, moved $91k from Program Delivery to non-rental LMI, and shifted Unmet Needs funding to NR-LMI."
261,ike-2013-q4.pdf,Hurricane_Ike,ike,2013,4,2424,text_page,261:2424,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
262,ike-2014-q1.pdf,Hurricane_Ike,ike,2014,1,2496,text_page,262:2496,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,1000000000.0,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,114401.01,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,5715.97,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,19813.0,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,103533.81,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,0.0,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,22319.0,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,107617.81,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
263,ike-2014-q2.pdf,Hurricane_Ike,ike,2014,2,888,table_json,263:888,201,Harris County,Existing Sewer Main. In Addition,,admin_payroll_usd,107617810000.0,usd,0.73,table_json:keyword_money,Grantee Activity Number: Activity Title: DRS210247-1b- ATCOG Activity Category: Activity Status: Construction/reconstruction of water/sewer lines or systems Under Way Project Number: Project Title: 0003 NON-HOUSING Projected Start Date: Pro
264,ike-2014-q3.pdf,Hurricane_Ike,ike,2014,3,1921,text_page,264:1921,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
265,ike-2014-q4.pdf,Hurricane_Ike,ike,2014,4,2457,text_page,265:2457,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
266,ike-2015-q1.pdf,Hurricane_Ike,ike,2015,1,2456,text_page,266:2456,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
267,ike-2015-q2.pdf,Hurricane_Ike,ike,2015,2,1624,text_page,267:1624,167,Galveston County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
268,ike-2015-q3.pdf,Hurricane_Ike,ike,2015,3,1774,text_page,268:1774,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
269,ike-2015-q4.pdf,Hurricane_Ike,ike,2015,4,1710,text_page,269:1710,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
270,ike-2016-q1.pdf,Hurricane_Ike,ike,2016,1,1357,text_page,270:1357,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
272,ike-2016-q3.pdf,Hurricane_Ike,ike,2016,3,1165,text_page,272:1165,201,Harris County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
352,rita2-2016-q4.pdf,Hurricane_Rita2,rita2,2016,4,58,text_page,352:58,201,Harris County,Southwest,,affected_population_persons,100000.0,count,0.76,text_page:affected_after,"shelter more than 100,000 persons displaced by Hurricane Katrina. Safe housing remains a need for these evacuees."
274,ike-2017-q1.pdf,Hurricane_Ike,ike,2017,1,1105,text_page,274:1105,039,Brazoria County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
353,rita2-2017-q1.pdf,Hurricane_Rita2,rita2,2017,1,13,text_page,353:13,201,Harris County,Southwest,,affected_population_persons,100000.0,count,0.76,text_page:affected_after,"shelter more than 100,000 persons displaced by Hurricane Katrina. Safe housing remains a need for these evacuees."
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,69689983.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,80143480.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,10453497.0,usd,0.84,text_page:severity_money,"($10,453,497). The data for housing unmet needs comes from TDEM and the National Emergency Management Information System (NEMIS)"
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,69440104.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,79856120.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,132391924.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,23218266.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
24,f15-2017-q2.pdf,2015_Floods,f15,2017,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,315609790.0,usd,0.84,text_page:severity_money,"FEMA and SBA data, unmet need for the state of Texas totals $315,609,790."
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,69689983.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,80143480.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,10453497.0,usd,0.84,text_page:severity_money,"($10,453,497). The data for housing unmet needs comes from TDEM and the National Emergency Management Information System (NEMIS)"
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,69440104.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,79856120.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,132391924.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,23218266.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
25,f15-2017-q3.pdf,2015_Floods,f15,2017,3,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,315609790.0,usd,0.84,text_page:severity_money,"FEMA and SBA data, unmet need for the state of Texas totals $315,609,790."
276,ike-2017-q3.pdf,Hurricane_Ike,ike,2017,3,1740,text_page,276:1740,167,Galveston County,Pavement As Needed,,admin_payroll_usd,1000000000.0,usd,0.78,text_page:keyword_money,"under Activity 1b, will reduce the I/I into the sewer system and ensure uninterrupted sewage treatment. Construction shall take"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,69689983.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,80143480.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,10453497.0,usd,0.84,text_page:severity_money,"($10,453,497). The data for housing unmet needs comes from TDEM and the National Emergency Management Information System (NEMIS)"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,69440104.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,79856120.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,132391924.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,23218266.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
26,f15-2017-q4.pdf,2015_Floods,f15,2017,4,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,315609790.0,usd,0.84,text_page:severity_money,"FEMA and SBA data, unmet need for the state of Texas totals $315,609,790."
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,69689983.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,80143480.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,10453497.0,usd,0.84,text_page:severity_money,"($10,453,497). The data for housing unmet needs comes from TDEM and the National Emergency Management Information System (NEMIS)"
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,69440104.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,79856120.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,132391924.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,23218266.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
27,f15-2018-q1.pdf,2015_Floods,f15,2018,1,2,text_page,,,,Memorial Day Floods,,severity_unmet_need_usd,315609790.0,usd,0.84,text_page:severity_money,"FEMA and SBA data, unmet need for the state of Texas totals $315,609,790."
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,69689983.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,80143480.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,10453497.0,usd,0.84,text_page:severity_money,"($10,453,497). The data for housing unmet needs comes from TDEM and the National Emergency Management Information System (NEMIS)"
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,69440104.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,79856120.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,132391924.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,23218266.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
28,f15-2018-q2.pdf,2015_Floods,f15,2018,2,2,text_page,,201,Harris County,Memorial Day Floods,,severity_unmet_need_usd,315609790.0,usd,0.84,text_page:severity_money,"FEMA and SBA data, unmet need for the state of Texas totals $315,609,790."
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_deaths_count,29.0,count,0.9,text_page:killing_pattern,killing 29 Texans and causing significantly more public and private property damage due to the compounding effects of the 2015 floods.
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_unmet_need_usd,201341450.0,usd,0.84,text_page:severity_money,"is $201,341,450. This results in the state’s unmet need from public assistance totaling $57,885,667 with a resiliency multiplier of 15 percent."
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_unmet_need_usd,57885667.0,usd,0.84,text_page:severity_money,"is $201,341,450. This results in the state’s unmet need from public assistance totaling $57,885,667 with a resiliency multiplier of 15 percent."
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_unmet_need_usd,186361160.0,usd,0.84,text_page:severity_money,"$186,361,160. The state’s unmet need relating to FEMA Individual Assistance (IA) is $88,131,592 with a resilience multiplier of 15 percent."
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_unmet_need_usd,88131592.0,usd,0.84,text_page:severity_money,"$186,361,160. The state’s unmet need relating to FEMA Individual Assistance (IA) is $88,131,592 with a resilience multiplier of 15 percent."
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_unmet_need_usd,309254300.0,usd,0.84,text_page:severity_money,"The unmet need, as identified by the SBA using the total verified loss of households and businesses, is $309,254,300 for housing and"
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_unmet_need_usd,13659184.0,usd,0.84,text_page:severity_money,"data and $13,659,184 for business data. FEMA and SBA data alone yield an unmet need for the state of Texas totaling $559,991,968."
57,f16-2018-q2.pdf,2016_Floods,f16,2018,2,2,text_page,,453,Travis County,Over The Past Two Years,,severity_unmet_need_usd,559991968.0,usd,0.84,text_page:severity_money,"data and $13,659,184 for business data. FEMA and SBA data alone yield an unmet need for the state of Texas totaling $559,991,968."
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,2,text_page,,209,Hays County,Memorial Day Floods,,severity_unmet_need_usd,69689983.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,2,text_page,,209,Hays County,Memorial Day Floods,,severity_unmet_need_usd,80143480.0,usd,0.84,text_page:severity_money,"The State’s unmet need for non-housing totals $69,689,983 and increases to $80,143,480 when including a resiliency multiplier of 15%"
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,2,text_page,,209,Hays County,Memorial Day Floods,,severity_unmet_need_usd,10453497.0,usd,0.84,text_page:severity_money,"($10,453,497). The data for housing unmet needs comes from TDEM and the National Emergency Management Information System (NEMIS)"
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,2,text_page,,209,Hays County,Memorial Day Floods,,severity_unmet_need_usd,69440104.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,2,text_page,,209,Hays County,Memorial Day Floods,,severity_unmet_need_usd,79856120.0,usd,0.84,text_page:severity_money,"database. The State’s unmet need for housing totaled $69,440,104. This figure increases to $79,856,120 when including the resilience"
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,2,text_page,,209,Hays County,Memorial Day Floods,,severity_unmet_need_usd,132391924.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
29,f15-2018-q3.pdf,2015_Floods,f15,2018,3,2,text_page,,209,Hays County,Memorial Day Floods,,severity_unmet_need_usd,23218266.0,usd,0.84,text_page:severity_money,"Unmet need as identified by the Small Business Administration (SBA) is $132,391,924 for housing and $23,218,266 for businesses. Per"
